Profile (FG500),,,Details (FG500),,,,,,,,,,RE100,,,SBTi,,,,,,,,,,,,NZ Tracker Definition,,,,,,Carbon Neutral,,,,,,Net Zero,,,,,,,Use of carbon credits,,Other reduction targets,,,,,,Other,,,Binary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,Last year checks ,,,,,,this year  ,,,,,
487,486,Linde,Chemicals,Chemicals,U.K.,Europe,"$33,005","$6,565",0.059,"$80,147",65289,6,N,,,Y,Y,Targets set,Well-below 2¬∞C,2035,,,,,,,,Climate neutral,Carbon Neutral,Yes,Yes,Not Specified,"1,2",C,Y,"
""0ur vision for 2050 includes widespread availability of renewable and low carbon energy and alternative technologies for production and distribution. Linde‚Äôs 2050 climate neutrality ambition is based upon IEA‚Äôs scenario analysis, as described in its 2020 ETP paper. This well-below 2 degrees SDS recognized that the chemical sector as a whole is one that is hard to abate and projects the GHG trajectory for this industry as declining after 2030, reaching net zero after 2070. Most SD targets run from the 2018 base year, for 10 years to 2028. In 2021, Linde announced its climate change target, ‚Äú35 by 35,‚Äù which is a commitment to reduce absolute Scope 1 and 2 emissions by 35 percent in 2035. This managed target runs from the 2021 base year and has been validated by the SBTi. Four new targets commenced in 2024. Climate Change Decarbonization, Investment & Innovation ‚Ä¢ >$3 billion in internal decarbonization initiatives by 2035 ‚Ä¢ GHG Reduction: Achieve 35 percent intensity reduction in GHG vs. EBITDA ‚Ä¢ 35% reduction of absolute GHG emissions (Scopes 1 and 2) by 2035 ‚Ä¢ >2x low-carbon power sourcing, primarily from active renewable electricity ‚Ä¢ Enable >2x annual carbon productivity.""",2050,,,,N,,,,,,Not Specified,"Yes (CCS-based removals e.g. BECCS, DACCS)",No,N,,,,,,,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,Y,No,N,C,U,N,Y,,N,Y,Not Specified,
434,#N/A,Lithia Motors,Specialty Retailers,Retail,U.S.,North America,"$36,610.6",$802.1,-0.199,"$23,127.9",30164,1,N,,,N,N,,,,,,,,,,,,,,,,,,N,,,https://www.sustainabilityreports.com/lithia-motors/2024/sustainability-report,no ufesu,,N,,,,,,yes,,,Y,50% reduction target for Scope 1 & 2 emissions by 2030 (baseline 2020).,,https://ditchcarbon.com/organizations/lithia-motors,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,N,,N,N,yes,
179,204,Lloyds Banking Group,Banks: Commercial and Savings,Financial services,Britain,Europe,"$73,085.6","$5,647.9",-0.168,"$1,135,642.5",61228,30,Y,2019,2020,N,N,,,,,,,,,,,Net zero,Net Zero,Yes,Yes,Yes,"1,2,3",,N,,,,,"C,V",Y,"1,2,3","""We will achieve net zero carbon operations by 2030 and reduce our direct carbon emissions by at least 75%; Reduce the carbon emissions we generate through our supply chain by 50% by 2030 on the path to net zero by 2050 or sooner [from a 2021/2022 baseline].""  (P.9, 2022 Sustainability Report)
""We will aim to reduce the carbon intensity of our whole portfolio by 50 per cent by 2030 and achieve net zero by 2050."" (P.28, 2023 Sustainability Report)
""2050: Net Zero by 2050 or sooner"" (P.68, 2024 Sustainability Report)",2050,,,Yes,Not Specified,No,N,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,N,0,"C, F",N,N,Y,N,,Y,N,Yes,
186,193,Lockheed Martin,Aerospace and Defense,Aerospace and defense,U.S.,North America,"$71,043","$5,336",-0.229,"$55,617",121000,31,N,,,N,N,,,,,,,,,,,Emissions reduction target,Other Emission Reduction,Yes,Yes,No,"1,2",,N,,,,,,N,,,,,,Not Specified,Not Specified,No,Y,"Our updated commitment, which received executive-level approval, is to reduce our absolute Scope 1 and Scope 2 emissions by 36% from a 2020 baseline. This updated commitment is in line with the absolute contraction model well-below 2¬∞C scenario.",2030,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,N,N,0,0,N,,N,N,Not Specified,
324,348,L'Oréal,Soaps and Cosmetics,Household and personal products,France,Europe,"$47,028","$6,930.6",0.037,"$58,348.9",94397,31,N,,,Y,Y,Targets set,1.5°C ,2030,Targets set,1.5°C ,2050,Y,Targets set,2050,,Net zero,Net Zero,Yes,Yes,Yes,"1,2,3",,N,,,,,"C,V",Y,"1,2,3","By 2050, reduce total emissions by 90%, with residual emissions offset to achieve net zero.",2050,,,Yes,No,No,N,,,,,,,,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Y,Targets set,Y,N,Yes,
299,293,Louis Dreyfus,Food Production,"Food, beverages and agriculture",Netherlands,Europe,"$50,589",$726,-0.283,"$24,739",17123,12,N,,,N,N,,,,,,,,,,,Emissions reduction target,Other Emission Reduction,Yes,Yes,No,"1,2",,N,,,,,,N,,,,,,Yes,Not Specified,No,Y,"Our Targets - Our Operations: Reduce our absolute Scope 1 & 2 GHG emissions by 33.6% by 2030, from a 2022 baseline.",2030,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,N,N,0,0,N,,N,N,Yes,
148,139,Lowe's,Specialty Retailers,Retail,U.S.,North America,"$83,674","$6,957",-0.1,"$43,102",215500,28,N,,,Y,N,Commitment removed,,,,,,N,Commitment removed,,,Net zero,Net Zero,Yes,Yes,Yes,"1,2,3",,N,,,,,"C,V",Y,"1,2,3","'Lowe's today announced its goal to reach net-zero emissions across the company's scope 1, 2 and 3 greenhouse gas emissions by 2050, in accordance with guidelines from the Science Based Targets initiative (SBTi), the global body enabling businesses to set emissions reduction targets in line with climate science.' ",2050,,,Not Specified,Not Specified,No,N,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,N,Yes,V,N,0,U,Y,Commitment removed,Y,N,Not Specified,
384,374,Lufthansa Group,Airlines,Transportation and logistics,Germany,Europe,"$40,641.3","$1,492.4",-0.175,"$48,718.2",83893,29,N,,,Y,Y,Targets set,Well-below 2¬∞C,2030,,,,N,Commitment removed,,,Carbon neutral(ity),Carbon Neutral,Yes,Yes,Yes,"1,2,3","C,V",Y,"""We aim to be carbon-neutral by 2050, and we want to halve the net CO2 emissions of our flight operations from their 2019 levels by 2030"" (pg. 2, Sustainability Factsheet 2023) ",2050,,,,N,,,,,,Yes,"Yes (CCS-based removals e.g. BECCS, DACCS)",No,N,,,,,,,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,Y,No,N,C,Y,0,Y,Commitment removed,N,Y,Yes,
182,169,Lukoil,Petroleum Refining,Oil and gas,Russia,Europe,"$72,270.3","$9,143.3",-0.325,"$81,772.1",104736,25,N,,,N,N,,,,,,,,,,,Emissions reduction target,Other Emission Reduction,Yes,Yes,No,"1,2",,N,,,,,,N,,,,,,Not Specified,Yes (unspecified),No,Y,"LUKOIL Group‚Äôs voluntary goal to reduce GHG emissions was developed in 2021 by reference to forecasts prepared by the Intergovernmental Panel on Climate Change based on the goal specified in Article 2 of the Paris Agreement to keep the increase in the global average surface air temperature below 2¬∞C. It consists in reducing controlled GHG emissions (Scope 1 + Scope 2) by at least 20% by 2030 compared to the 2017 level. The Company also speaks up for the goals of the Oil & Gas Decarbonization Charter to achieve zero GHG emissions for Scope 1 and Scope 2 by 2050, near-zero methane emissions and routine APG flaring in oil and gas production. ",2030,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,N,0,C,N,N,U,N,,N,N,Not Specified,
423,488,Luxshare Precision Industry,"Electronics, Electrical Equip.",Technology,China,Asia,"$37,357.7","$1,857.6",0.201,"$30,664.3",278103,3,N,,,Y,Y,Targets set,1.5°C ,2032,,,,N,Commitment removed,,,Carbon neutral(ity),Carbon Neutral,Yes,Yes,Yes,"1,2,3","C,V",Y,"""On January 5, 2022, we announced carbon reduction goals in line with Science Based Targets initiative 1.5‚ÑÉ(SBTi1.5‚ÑÉ) with an ambition to reach carbon neutrality by 2050. In January 2024, Luxshare Precision's emissions reduction targets were officially validated and approved by the SBTi."" (Company Initiatives, Corporate Website)",2050,,,,N,,,,,,Not Specified,Not Specified,No,N,,,,,,,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,Y,No,N,C,U,N,Y,Commitment removed,N,Y,Not Specified,
386,368,LyondellBasell Industries,Chemicals,Chemicals,Netherlands,Europe,"$40,302","$1,360",-0.357,"$35,746",20000,18,N,,,N,N,,,,,,,,,,,Net zero,Net Zero,Yes,Yes,Partial,"1,2",,N,,,,,C,Y,"1,2","'That is why we aim to achieve net zero GHG emissions from global operations by 2050 and we set an interim goal to achieve an absolute reduction of 30% in scope 1 and 2 GHG emissions by 2030. (p23)
""Relative to a 2020 baseline"" p23",2050,,,Not Specified,"Yes (CCS-based removals e.g. BECCS, DACCS)",No,N,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,N,No,C,N,0,Y,N,,Y,N,Not Specified,
262,289,Maersk Group,"Trucking, Transportation, Logistics",Transportation and logistics,Denmark,Europe,"$55,482","$6,109",0.598,"$87,697",104890,22,N,,,Y,Y,Targets set,1.5Â°C,2030,Targets set,1.5Â°C,2040,Y,Targets set,2040,,Net zero,Net Zero,Yes,Yes,Yes,"1,2,3",,N,,,,,"C,V",Y,"1,2,3","""Maersk‚Äôs greenhouse gas emission  targets were validated by the Science  Based Targets initiative (SBTi) to be in line with net-zero 2040 and the  Paris Agreement‚Äôs 1.5-degree pathway towards 2030 ‚Äì an industry first under  SBTi‚Äôs new Maritime Guidance."" (Maersk Annual Report 2024, pg 4)",2040,,,Yes,No,Yes,N,,,,,,,,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,Y,Yes,V,N,0,U,Y,Targets set,Y,N,Yes,
360,357,Magna International,Motor Vehicle Parts,Automotive,Canada,North America,"$42,836","$1,009",-0.168,"$31,039",170000,25,N,,,Y,Y,Targets set,1.5°C ,2030,Targets set,1.5°C ,2050,Y,Targets set,2050,,Net zero,Net Zero,Yes,Yes,Yes,"1,2,3",,N,,,,,"C,V",Y,"1,2,3","net-zero by 2050 commitment which requires 90% reduction in Scope 1, 2 and 3 emissions from a 2021 baseline, as required by the SBTi Net-Zero Standard. (page 23 of https://www.magna.com/docs/default-source/financial-reports-public-filings/tax-other-reports/101227_magna_sustainabilityreport_fy2024_final_cda.pdf?sfvrsn=76c40972_11)",2050,,,Yes,Not Specified,No,N,,,,,,,,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,Y,Yes,V,N,0,U,Y,Targets set,Y,N,Yes,
493,#N/A,Magnit,Food & Drug Stores,Retail,Russia,Europe,"$32,795",$475.2,-0.31,"$13,776.8",369000,2,N,,,Y,Y,Targets set,1.5Â°C,2030,,,,N,Commitment removed,,,Emissions intensity target,Other Emission Reduction,Yes,Yes,Yes,"1,2,3",,N,,,"https://magnitglobal.com/us/en/company/environmental-social-governance.html#:~:text=We%E2%80%99ve%20been%20a%20pioneer%20in,our%20SBTi%20Validated%202030%20Net",achieved ,C,Y,,"We’ve been a pioneer in workforce management for more than 30 years, and our environmental sustainability program is just as innovative. In 2022 we ran on 100% renewable energy and were 100% carbon neutral. Despite being the first in the industry to achieve both of these feats, this is just the beginning. We are also dedicated to science-based policies, including our SBTi Validated 2030 Net Zero commitment.",2030,https://magnitglobal.com/us/en/company/environmental-social-governance.html,,Not Specified,"Yes (nature-based removals e.g. Forestation, soil carbon enhancement)",No,Y,Not mentioned,2050,,,,,,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Y,Commitment removed,Y,N,Not Specified,
443,419,Mapfre Group,Insurance: Property and Casualty (Stock),Financial services,Spain,Europe,"$36,057.3","$2,190",-0.27,"$143,226.7",300000,10,N,,,N,N,,,,,,,,,,,Carbon neutral(ity),Carbon Neutral,Yes,Yes,No,"1,2",C,Y,"In order to make good on the environmental commitments set out in our Environment Policy and meet the group‚Äôs public goal of carbon neutrality by 2030, we have developed the Corporate Environmental Footprint Plan 2021-2030 to reduce and offset our environmental footprint in the countries where we operate.",2030,,,,N,,,,,,Yes,Not Specified,Yes,N,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,N,0,N,N,U,N,N,,N,Y,Yes,
60,50,Marathon Petroleum,Petroleum Refining,Oil and gas,U.S.,North America,"$140,412","$3,445",-0.644,"$78,858",18300,14,N,,,N,N,,,,,,,,,,,Emissions intensity target,Other Emission Reduction,Yes,Yes,Partial,"1,2",,N,,,,,,N,,,,,,Not Specified,Yes (nature-based and CCS-based removals),No,Y,30% reduction of scope 1 and 2 GHG emissions intensity by 2030 from 2014 levels; 15% reduction of scope 3 - category 11 GHG  emissions by 2030  from 2019 levels,2035,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,N,N,0,0,N,,N,N,Not Specified,
294,298,Marubeni,Trading,Financial services,Japan,Asia,"$51,101.8","$3,299.3",0.012,"$61,391.5",55489,31,N,,,N,N,,,,,,,,,,,Net zero,Net Zero,Yes,Yes,Yes,"1,2,3",,N,,,,,"C,V",Y,"1,2,3","""Achieve net-zero GHG emissions by 2050 based on the Marubeni Long-Term Vision on Climate Change""",2050,,,Not Specified,Not Specified,No,N,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,N,0,C + F,N,0,Y,N,,Y,N,Not Specified,
354,359,Massachusetts Mutual Life Insurance,Insurance: Life and Health,Financial services,U.S.,North America,"$43,072",$316.3,0,"$422,113.5",11192,28,N,,,N,N,,,,,,,,,,,Net zero,Net Zero,Yes,Yes,Partial,"1,2",,N,,,,,C,Y,"1,2",Achieve net zero GHG emissions in our operations by 2030 and investment portfolio by 2050.‚Äù,2050,,,Yes,Yes (unspecified),No,N,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,N,0,"C, F",N,0,U,N,,Y,N,Yes,
491,474,Mazda Motor,Motor Vehicles & Parts,Automotive,Japan,Asia,"$32,922.8",$748.3,-0.479,"$27,287.2",48783,29,N,,,N,N,,,,,,,,,,,Carbon neutral(ity),Carbon Neutral,Yes,Yes,Partial,"1,2",C,Y,"'At Mazda, we are now taking on the challenge of achieving carbon neutrality (CN) by 2050 with a view to realizing a decarbonized society' (p. 6 2022 Sustainability Report). ",2050,,,,N,,,,,,Yes,No,Yes,N,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,N,0,N,C,U,0,N,,N,Y,Yes,
11,16,McKesson,Wholesalers: Health Care,Health care and pharmaceuticals,U.S.,North America,"$359,051","$3,295",0.098,"$75,140",44000,31,N,,,Y,Y,Targets set,1.5°C ,2032,,,,,,,,Other,Other Emission Reduction,Yes,Yes,Partial,"1,2",,N,,,,,,N,,,,,,Not Specified,Not Specified,No,Y,"Mckesson has established the strategy to reduce GHG emissions from 2021, but has not clearly described about their end target (net zero). ",2032,,,,,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,Y,No,N,N,0,0,Y,,N,N,Not Specified,
497,#N/A,Medtronic,Medical Products and Equipment,Health care and pharmaceuticals,Ireland,Europe,"$32,364","$3,676",-0.022,"$89,981",95000,8,N,,,Y,Y,Targets set,1.5°C ,2034,,,,N,Commitment removed,,,Net zero,Net Zero,Yes,Yes,Yes,"1,2,3",C,Y,"We aim to achieve net carbon neutrality across our operations by FY30 by maximizing our use of renewable energy and minimizing our direct (our own buildings, transportation, and production-related activities) and indirect (purchased or consumed electricity or heat) carbon dioxide emissions.",2030,"https://www.medtronic.com/en-us/our-impact/renewable-energy.html#:~:text=Our%20goal%20is%20to%20eliminate,value%20chain%20to%20zero%20by%C2%A0FY45",,"C,V",Y,"1,2,3","‚ÄúTo address the climate crisis, Medtronic has set an ambition to achieve net‚ÄØzero carbon emissions by fiscal year (FY)‚ÄØ2045 across its operations and value chain (scopes‚ÄØ1,‚ÄØ2, and‚ÄØ3). Achieving net‚ÄØzero carbon emissions will be no easy feat, but the environmental and health benefits justify‚ÄØthe‚ÄØeffort.‚Äù 

‚ÄúWe have a goal of becoming carbon neutral in our operations by fiscal year‚ÄØ2030, and to reduce carbon emissions to net zero in our operations, supply chain, and logistics by fiscal year‚ÄØ2045. To achieve the ambition, we created a Decarbonization Roadmap and will pursue setting carbon emission reduction targets across scopes‚ÄØ1,‚ÄØ2, and‚ÄØ3.‚Äù

Source: https://web.archive.org/web/20250714214025/https://europe.medtronic.com/xd-en/our-impact/carbon-reduction.html
",2045,,,Yes,Not Specified,No,N,,,,,,,,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Y,Commitment removed,Y,Y,Yes,
431,399,Meiji Yasuda Life Insurance,"Insurance: Life, Health (Mutual)",Financial services,Japan,Asia,"$36,877.7","$1,007",-0.052,"$356,656.7",47787,31,N,,,N,N,,,,,,,,,,,Net zero,Net Zero,Yes,Yes,Yes,"1,2,3",,N,,,,,"C,V",Y,"1,2,3","Includes Scopes 1, 2 and 3 emissions as a business operator and with Scope 1 and 2 emissions from investees. ""Strengthen initiatives to achieve net-zero CO2 emissions status by the end of FY2050 from the standpoint of both a business operator and an institutional investor ‚Ä¢ Further reduce energy consumption while  promoting the phased introduction of renewable
energy, with the aim of reducing CO2 emissions from our own operations ‚Ä¢ Proactively execute ESG investment and financing while stepping up engagement with investees to encourage them to reduce the volume of CO2 emissions from their operations""",2050,,,Not Specified,"Yes (nature-based removals e.g. Forestation, soil carbon enhancement)",No,N,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,N,0,V,N,0,Y,N,,Y,N,Not Specified,
327,384,Meituan,Internet Services and Retailing,Retail,China,Asia,"$46,919.3","$4,976.6",1.543,"$44,436.4",109185,3,N,,,N,N,,,,,,,,,,,No target,No Target,Not Specified,Not Specified,Not Specified,,,N,"Our goal is to eliminate our direct and indirect emissions (scopes 1, 2, and 3) across our operations and our entire value chain to zero by FY45.",,https://www.meituan.com/,no usefull information,,N,,,,,,Not Specified,No,No,N,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,N,G,0,0,N,,N,N,Not Specified,
403,433,Mercadona,Food & Drug Stores,Retail,Spain,Europe,"$38,505.3","$1,496.6",0.372,"$15,532.8",110000,3,N,,,Y,N,Commitment removed,,,,,,N,Commitment removed,,,No target,No Target,Not Specified,Not Specified,Not Specified,,,N,,,,,,N,,,,,,Not Specified,,,Y,emission reduction ,2030,https://info.mercadona.es/document/en/download-report.pdf,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,N,Yes,N,N,0,N,Y,Commitment removed,N,N,Not Specified,
48,42,Mercedes-Benz Group,Motor Vehicles,Automotive,Germany,Europe,"$157,450","$11,038.2",-0.284,"$274,394.3",169198,31,N,,,Y,Y,Targets set,1.5Â°C/Well-below 2Â°C,2030,,,,,,,,Carbon neutral(ity),Carbon Neutral,Yes,Yes,Partial,"1,2",C,Y,"The overall ambition of Mercedes-Benz is to achieve net carbon neutrality across its fleet, entire value chain and the vehicles‚Äô entire life cycle by 2039. It also aims to supply all production plants worldwide with 100% renewable energy by 2039 and reduce the carbon emissions of cars and vans by 60 % compared to 2021 by 2039. In support of the Paris Climate Agreement, they have identified decarbonisation as a key focus and core element to their sustainability strategy with a focus on actual avoidance and reduction of CO‚ÇÇ emissions through electrified fleets. 
sources - https://web.archive.org/web/20250928161623/https://group.mercedes-benz.com/documents/investors/reports/annual-report/mercedes-benz/mercedes-benz-climate-transition-action-plan-2025.pdf and https://web.archive.org/web/20250726210848/https://group.mercedes-benz.com/documents/investors/reports/annual-report/mercedes-benz/mercedes-benz-annual-report-2024-incl-combined-management-report-mbg-ag.pdf#page=112
- In 2022, Mercedes-Benz already achieved its originally set target of reducing CO‚ÇÇ emissions in its own plants (Scope 1 and 2) by 50 % by 2030 compared to 2018 and defined a new goal - see interim target",2030,,,,N,,,,,,Not Specified,Yes (nature-based and CCS-based removals),No,N,,,,,,,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,Y,Yes,N,"C, V",Y,0,Y,,N,Y,Not Specified,
217,229,Merck,Pharmaceuticals,Health care and pharmaceuticals,U.S.,North America,"$64,168","$17,117",45.896,"$117,106",74000,31,N,,,Y,Y,Targets set,1.5Â°C,2030,Targets set,1.5Â°C,2045,Y,Targets set,2045,,Net zero,Net Zero,Yes,Yes,Yes,"1,2,3",,N,,,,,"C,V",Y,"1,2,3","In 2024, we committed to a net-zero target for our greenhouse gas (GHG) emissions across our global operations (Scopes 1, 2, and 3) by 2045, aligned with the guidelines of the Science Based Targets initiative (SBTi).",2045,,,Yes,Not Specified,No,N,,,,,,,,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,Y,Yes,N,"C, V",Y,0,Y,Targets set,Y,N,Yes,
41,66,Meta Platforms,Internet Services and Retailing,Retail,U.S.,North America,"$164,501","$62,360",0.595,"$276,054",74067,9,N,,,Y,Y,Targets set,1.5°C ,2031,,,,N,Committed,,,Net zero,Net Zero,Yes,Yes,Yes,"1,2,3",,N,,,,,"C,V",Y,"1,2,3","Since 2020, we have maintained net zero emissions across our global operations. We have publicly committed to achieving net zero emissions across our value chain and becoming water positive in 2030. (pg 17)",2030,,,Yes,Yes (nature-based and CCS-based removals),Yes,N,,,,,,,,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,Y,Yes,"C, V",N,0,Y,Y,Committed,Y,N,Yes,
187,202,MetLife,Insurance: Life and Health,Financial services,U.S.,North America,"$70,986","$4,426",1.805,"$677,457",45000,31,N,,,Y,Y,Committed,,2030,,,,,,,,Net zero,Net Zero,Yes,Yes,Partial,"1,2",,N,,,,,C,Y,"1,2","In 2022, MetLife committed to achieve net zero GHG emissions for its global operations and general account investment portfolio by 2050 or sooner. Interim goals include:

50% reduction in Scope 1, 2, and 3 business travel emissions

50% reduction in GHG emissions from managed real estate equity investments

Engagement with emitters responsible for at least 50% of public corporate portfolio financed emissions annually",2050,,,Yes,Not Specified,Yes,N,,,,,,,,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,N,No,C + F,C,Y,Y,Y,,Y,N,Yes,
